keroml_id,mixture_id,mixture_name,cetane_number_val,cn_less_branch,cn_mean_branch,cn_more_branch,cn_branch_span
KERO_TRDS_A0_000144,CHTA_MXTR_A0_00306,POSF 12918 (SAK),,47.68030775321453,43.64974560940087,39.619183465587206,8.061124287627322
KERO_TRDS_A0_000145,CHTA_MXTR_A0_00374,POSF 12936 (JRF),,51.17544345309429,46.21613497966008,41.25682650622587,9.918616946868418
KERO_TRDS_A0_000146,CHTA_MXTR_A0_00375,POSF 12947,,52.66743216940306,47.56188811837,42.456344067336936,10.211088102066121
KERO_TRDS_A0_000147,CHTA_MXTR_A0_00376,POSF 12968 (HEFA blend),,57.462831377361695,53.81348161517755,50.16413185299341,7.298699524368288
KERO_TRDS_A0_000148,CHTA_MXTR_A0_00377,POSF 12973 (RP-2/JP-8 blend),,47.830399888163846,43.17461483703197,38.518829785900095,9.311570102263751
KERO_TRDS_A0_000149,CHTA_MXTR_A0_00378,POSF 12976 (HEFA/F-24 blend),,53.40945077731412,48.0671517576673,42.724852738020466,10.684598039293654
KERO_TRDS_A0_000150,CHTA_MXTR_A0_00379,POSF 13197,,44.641051396356076,41.256703782160635,37.8723561679652,6.768695228390875
KERO_TRDS_A0_000151,CHTA_MXTR_A0_00380,POSF 13208 ( Jet A),,51.31992747135813,46.746137130946366,42.172346790534604,9.147580680823523
KERO_TRDS_A0_000152,CHTA_MXTR_A0_00381,POSF 13219,,59.70663147478193,54.27761501055274,48.84859854632356,10.858032928458371
KERO_TRDS_A0_000153,CHTA_MXTR_A0_00382,POSF 13313,,55.629748902139646,52.24395139522654,48.85815388831344,6.771595013826207
KERO_TRDS_A0_000154,CHTA_MXTR_A0_00383,POSF 13317 (Jet A),,51.34997634227427,46.737310986157716,42.12464563004117,9.225330712233095
KERO_TRDS_A0_000155,CHTA_MXTR_A0_00385,POSF 13374 (Biojet),,56.821898280115136,52.20754620635976,47.59319413260439,9.228704147510747
KERO_TRDS_A0_000156,CHTA_MXTR_A0_00386,POSF 13718 (ATJ),17.1,34.55568290689338,24.34991547881565,14.144148050737904,20.411534856155477
