#=======================================================================================================================
# InTensors - CN mixture SELFIES dataset
#=======================================================================================================================
#
# Author           : Nimal Naser (n2[ⓐⓣ]intensors.com)
# Company          : InTensors
# Version          : 1.3.1
# Created on       : 4 June 2026
# Last modified on : 25 June 2026
#
#-----------------------------------------------------------------------------------------------------------------------
#
#-----------------------------------------------------------------------------------------------------------------------
#
#
#-----------------------------------------------------------------------------------------------------------------------
# Changelog
#-----------------------------------------------------------------------------------------------------------------------
#
#-----------------------------------------------------------------------------------------------------------------------
# Information
#-----------------------------------------------------------------------------------------------------------------------
# Source: cheetah_mixture_composition.dat joined with cheetah_materials.dat
# (SELFIES) and cheetah_cetane_number.dat (CN, required).
# Unused cpnt_selfies_* slots are NaN.
# Mixture order follows cheetah_mixture.dat.
# Selection: identified components <= 10, or top 10 identified volume fractions >= 95 % of total identified volume when > 10 identified components.
# Unidentified components are excluded from ranking and thresholds.
# cpnt_vol_*: volume fraction (0-1) from mixture_comp_vol (%).
# Source file SHA-256:
# sha256:0b65a4a2dc572bdff5e1806c873cf0c9b926bef4eddea53bf148e5072f95c576  database/cheetah/cheetah_mixture_composition.dat
# sha256:fd67fc95758fc0b6d821719b033220056c85634dc6b1ff80d4af1367ffe33e77  database/cheetah/cheetah_mixture.dat
# sha256:1d13603eddbb4b1b3d570458ad256027ae8f640357a3b0652f0ae490b662cbdd  database/cheetah/cheetah_materials.dat
# sha256:ce7d6cbbd56b26c671f69dcdcaebe097f6e4f5002713180cb96803fd3ed91910  database/cheetah/cheetah_cetane_number.dat
# Source commits:
# git:d85ff2d9701a46efd8a3e2d0bfed3ccf3c4b6ffe  database/cheetah/cheetah_mixture_composition.dat
# git:653076ba7de402ff9412600afa55b507625c6eb6  database/cheetah/cheetah_mixture.dat
# git:d85ff2d9701a46efd8a3e2d0bfed3ccf3c4b6ffe  database/cheetah/cheetah_materials.dat
# git:d85ff2d9701a46efd8a3e2d0bfed3ccf3c4b6ffe  database/cheetah/cheetah_cetane_number.dat
#
#-----------------------------------------------------------------------------------------------------------------------
# Data
#-----------------------------------------------------------------------------------------------------------------------
cn_mxtr_selfies_id	mixture_id	mixture_name	mixture_type	cpnt_selfies_1	cpnt_selfies_2	cpnt_selfies_3	cpnt_selfies_4	cpnt_selfies_5	cpnt_selfies_6	cpnt_selfies_7	cpnt_selfies_8	cpnt_selfies_9	cpnt_selfies_10	cpnt_vol_1	cpnt_vol_2	cpnt_vol_3	cpnt_vol_4	cpnt_vol_5	cpnt_vol_6	cpnt_vol_7	cpnt_vol_8	cpnt_vol_9	cpnt_vol_10	CN
CNMX_TRDS_A0_000174	CHTA_MXTR_A0_002452	1-methylnaphthalene/cetane 93/7 v/v	surrogate fuel	[C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.300000E-01	7.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.000000E+00
CNMX_TRDS_A0_000175	CHTA_MXTR_A0_002453	1-methylnaphthalene/cetane 94/6 v/v	surrogate fuel	[C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.400000E-01	6.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	6.000000E+00
CNMX_TRDS_A0_000176	CHTA_MXTR_A0_002454	1-methylnaphthalene/cetane 95/5 v/v	surrogate fuel	[C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.500000E-01	5.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	5.000000E+00
CNMX_TRDS_A0_000177	CHTA_MXTR_A0_002455	1-methylnaphthalene/cetane 96/4 v/v	surrogate fuel	[C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.600000E-01	4.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.000000E+00
CNMX_TRDS_A0_000178	CHTA_MXTR_A0_002456	1-methylnaphthalene/cetane 97/3 v/v	surrogate fuel	[C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.700000E-01	3.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.000000E+00
CNMX_TRDS_A0_000179	CHTA_MXTR_A0_002457	1-methylnaphthalene/cetane 98/2 v/v	surrogate fuel	[C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.800000E-01	2.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.000000E+00
CNMX_TRDS_A0_000180	CHTA_MXTR_A0_002458	1-methylnaphthalene/cetane 99/1 v/v	surrogate fuel	[C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.900000E-01	1.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+00
CNMX_TRDS_A0_000181	CHTA_MXTR_A0_002459	iso-cetane/cetane 1/99 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.900000E-01	1.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.915000E+01
CNMX_TRDS_A0_000182	CHTA_MXTR_A0_002460	iso-cetane/cetane 2/98 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.800000E-01	2.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.830000E+01
CNMX_TRDS_A0_000183	CHTA_MXTR_A0_002461	iso-cetane/cetane 3/97 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.700000E-01	3.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.745000E+01
CNMX_TRDS_A0_000184	CHTA_MXTR_A0_002462	iso-cetane/cetane 4/96 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.600000E-01	4.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.660000E+01
CNMX_TRDS_A0_000185	CHTA_MXTR_A0_002463	iso-cetane/cetane 5/95 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.500000E-01	5.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.575000E+01
CNMX_TRDS_A0_000186	CHTA_MXTR_A0_002464	iso-cetane/cetane 6/94 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.400000E-01	6.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.490000E+01
CNMX_TRDS_A0_000187	CHTA_MXTR_A0_002465	iso-cetane/cetane 7/93 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.300000E-01	7.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.405000E+01
CNMX_TRDS_A0_000188	CHTA_MXTR_A0_002466	iso-cetane/cetane 8/92 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.200000E-01	8.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.320000E+01
CNMX_TRDS_A0_000189	CHTA_MXTR_A0_002467	iso-cetane/cetane 9/91 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.100000E-01	9.000000E-02	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.235000E+01
CNMX_TRDS_A0_000190	CHTA_MXTR_A0_002468	iso-cetane/cetane 10/90 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.000000E-01	1.000000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.150000E+01
CNMX_TRDS_A0_000191	CHTA_MXTR_A0_002469	iso-cetane/cetane 11/89 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.900000E-01	1.100000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	9.065000E+01
CNMX_TRDS_A0_000192	CHTA_MXTR_A0_002470	iso-cetane/cetane 12/88 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.800000E-01	1.200000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.980000E+01
CNMX_TRDS_A0_000193	CHTA_MXTR_A0_002471	iso-cetane/cetane 13/87 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.700000E-01	1.300000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.895000E+01
CNMX_TRDS_A0_000194	CHTA_MXTR_A0_002472	iso-cetane/cetane 14/86 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.600000E-01	1.400000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.810000E+01
CNMX_TRDS_A0_000195	CHTA_MXTR_A0_002473	iso-cetane/cetane 15/85 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.500000E-01	1.500000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.725000E+01
CNMX_TRDS_A0_000196	CHTA_MXTR_A0_002474	iso-cetane/cetane 16/84 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.400000E-01	1.600000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.640000E+01
CNMX_TRDS_A0_000197	CHTA_MXTR_A0_002475	iso-cetane/cetane 17/83 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.300000E-01	1.700000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.555000E+01
CNMX_TRDS_A0_000198	CHTA_MXTR_A0_002476	iso-cetane/cetane 18/82 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.200000E-01	1.800000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.470000E+01
CNMX_TRDS_A0_000199	CHTA_MXTR_A0_002477	iso-cetane/cetane 19/81 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.100000E-01	1.900000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.385000E+01
CNMX_TRDS_A0_000200	CHTA_MXTR_A0_002478	iso-cetane/cetane 20/80 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.000000E-01	2.000000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.300000E+01
CNMX_TRDS_A0_000201	CHTA_MXTR_A0_002479	iso-cetane/cetane 21/79 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.900000E-01	2.100000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.215000E+01
CNMX_TRDS_A0_000202	CHTA_MXTR_A0_002480	iso-cetane/cetane 22/78 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.800000E-01	2.200000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.130000E+01
CNMX_TRDS_A0_000203	CHTA_MXTR_A0_002481	iso-cetane/cetane 23/77 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.700000E-01	2.300000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	8.045000E+01
CNMX_TRDS_A0_000204	CHTA_MXTR_A0_002482	iso-cetane/cetane 24/76 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.600000E-01	2.400000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.960000E+01
CNMX_TRDS_A0_000205	CHTA_MXTR_A0_002483	iso-cetane/cetane 25/75 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.500000E-01	2.500000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.875000E+01
CNMX_TRDS_A0_000206	CHTA_MXTR_A0_002484	iso-cetane/cetane 26/74 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.400000E-01	2.600000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.790000E+01
CNMX_TRDS_A0_000207	CHTA_MXTR_A0_002485	iso-cetane/cetane 27/73 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.300000E-01	2.700000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.705000E+01
CNMX_TRDS_A0_000208	CHTA_MXTR_A0_002486	iso-cetane/cetane 28/72 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.200000E-01	2.800000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.620000E+01
CNMX_TRDS_A0_000209	CHTA_MXTR_A0_002487	iso-cetane/cetane 29/71 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.100000E-01	2.900000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.535000E+01
CNMX_TRDS_A0_000210	CHTA_MXTR_A0_002488	iso-cetane/cetane 30/70 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.000000E-01	3.000000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.450000E+01
CNMX_TRDS_A0_000211	CHTA_MXTR_A0_002489	iso-cetane/cetane 31/69 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.900000E-01	3.100000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.365000E+01
CNMX_TRDS_A0_000212	CHTA_MXTR_A0_002490	iso-cetane/cetane 32/68 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.800000E-01	3.200000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.280000E+01
CNMX_TRDS_A0_000213	CHTA_MXTR_A0_002491	iso-cetane/cetane 33/67 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.700000E-01	3.300000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.195000E+01
CNMX_TRDS_A0_000214	CHTA_MXTR_A0_002492	iso-cetane/cetane 34/66 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.600000E-01	3.400000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.110000E+01
CNMX_TRDS_A0_000215	CHTA_MXTR_A0_002493	iso-cetane/cetane 35/65 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.500000E-01	3.500000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	7.025000E+01
CNMX_TRDS_A0_000216	CHTA_MXTR_A0_002494	iso-cetane/cetane 36/64 v/v	surrogate fuel	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]	[C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.400000E-01	3.600000E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	6.940000E+01
