#=======================================================================================================================
# InTensors - SIDT NTC temperature bounds (CVWSR-style)
#=======================================================================================================================
#
# Author           : Nimal Naser (n2[ⓐⓣ]intensors.com)
# Company          : InTensors
# Version          : 1.0.0
# Created on       : 22 July 2026
# Last modified on : 22 July 2026
#
#-----------------------------------------------------------------------------------------------------------------------
#
#-----------------------------------------------------------------------------------------------------------------------
# Information
#-----------------------------------------------------------------------------------------------------------------------
# Mixture           : methane
# Mixture ID        : CHTA_MXTR_A0_014782
# Source: ZeroRK cvwsr_ntc_bounds_selfies.dat
#   (one row per Arrhenius curve at fixed P, φ, EGR).
# ntc_t_min_K / ntc_t_max_K : detected NTC pocket [K]; NaN if has_ntc=0
# has_ntc                   : 1 if NTC pocket found on the curve
# idt_delta_K               : IDT ΔT channel used for detection
# Unused cpnt_selfies_* slots are NaN; unused cpnt_vol_* are 0.
# Source file SHA-256:
# sha256:ef75c20d48908475a5908d9dad66cdf433efc6203e67d2e2e3ed8351ec8da9c3  /home/nimalnaser/Downloads/ZeroRK/dataset_runs/database/maffei2025modeling/CH4/cvwsr_ntc_bounds_selfies.dat
# Source commits:
# git:68fc307e41cafb06519d5066cb2199a24ed7f110  cvwsr_ntc_bounds_selfies.dat
#
#-----------------------------------------------------------------------------------------------------------------------
# Data
#-----------------------------------------------------------------------------------------------------------------------
sidt_ntc_id	mixture_id	mixture_name	model_name	mixture_type	cpnt_selfies_1	cpnt_selfies_2	cpnt_selfies_3	cpnt_selfies_4	cpnt_selfies_5	cpnt_selfies_6	cpnt_selfies_7	cpnt_selfies_8	cpnt_selfies_9	cpnt_selfies_10	cpnt_vol_1	cpnt_vol_2	cpnt_vol_3	cpnt_vol_4	cpnt_vol_5	cpnt_vol_6	cpnt_vol_7	cpnt_vol_8	cpnt_vol_9	cpnt_vol_10	pressure_bar	phi	egr_fraction	ntc_t_min_K	ntc_t_max_K	has_ntc	idt_delta_K	sidt_sim_date
CHTA_SIDT_NTC_A0_000010	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	7.500000E-01	1.500000E-01	9.600000E+02	1.030000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000011	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	7.500000E-01	2.000000E-01	9.550000E+02	1.030000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000012	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	7.500000E-01	2.500000E-01	9.550000E+02	1.025000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000013	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	7.500000E-01	3.000000E-01	9.500000E+02	1.025000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000014	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.000000E+00	0.000000E+00	9.550000E+02	1.025000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000015	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.000000E+00	5.000000E-02	9.500000E+02	1.025000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000016	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.000000E+00	1.000000E-01	9.450000E+02	1.020000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000017	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.000000E+00	1.500000E-01	9.450000E+02	1.015000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000018	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.000000E+00	2.000000E-01	9.400000E+02	1.015000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000019	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.000000E+00	2.500000E-01	9.350000E+02	1.010000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000020	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.000000E+00	3.000000E-01	9.300000E+02	1.005000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000021	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.250000E+00	0.000000E+00	9.450000E+02	1.020000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000022	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.250000E+00	5.000000E-02	9.400000E+02	1.015000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000023	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.250000E+00	1.000000E-01	9.350000E+02	1.015000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000024	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.250000E+00	1.500000E-01	9.350000E+02	1.010000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000025	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.250000E+00	2.000000E-01	9.300000E+02	1.010000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000026	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.250000E+00	2.500000E-01	9.250000E+02	1.005000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000027	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.250000E+00	3.000000E-01	9.250000E+02	1.005000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000028	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.500000E+00	0.000000E+00	9.350000E+02	1.015000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000029	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	1.750000E+00	0.000000E+00	9.300000E+02	1.010000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000030	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.000000E+01	2.000000E+00	0.000000E+00	9.250000E+02	1.005000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000031	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	5.000000E-01	0.000000E+00	1.005000E+03	1.075000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000032	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	5.000000E-01	5.000000E-02	1.005000E+03	1.075000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000033	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	5.000000E-01	1.000000E-01	1.000000E+03	1.075000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000034	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	5.000000E-01	1.500000E-01	1.000000E+03	1.070000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000035	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	5.000000E-01	2.000000E-01	1.000000E+03	1.070000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000036	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	5.000000E-01	2.500000E-01	1.000000E+03	1.070000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000037	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	5.000000E-01	3.000000E-01	1.000000E+03	1.070000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000038	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	7.500000E-01	0.000000E+00	9.850000E+02	1.060000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000039	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	7.500000E-01	5.000000E-02	9.850000E+02	1.060000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000040	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	7.500000E-01	1.000000E-01	9.850000E+02	1.055000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000041	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	7.500000E-01	1.500000E-01	9.800000E+02	1.055000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000042	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	7.500000E-01	2.000000E-01	9.800000E+02	1.055000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000043	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	7.500000E-01	2.500000E-01	9.750000E+02	1.050000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000044	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	7.500000E-01	3.000000E-01	9.750000E+02	1.050000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000045	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	1.000000E+00	0.000000E+00	9.750000E+02	1.050000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000046	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	1.000000E+00	5.000000E-02	9.700000E+02	1.050000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000047	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	1.000000E+00	1.000000E-01	9.700000E+02	1.045000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000048	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	1.000000E+00	1.500000E-01	9.650000E+02	1.040000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
CHTA_SIDT_NTC_A0_000049	CHTA_MXTR_A0_014782	methane	maffei2025modeling	pure component	[C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.500000E+01	1.000000E+00	2.000000E-01	9.600000E+02	1.040000E+03	1	4.000000E+02	2026-07-23T03:37:45Z
