#=======================================================================================================================
# InTensors - SIDT mixture SELFIES dataset (CVWSR-style)
#=======================================================================================================================
#
# Author           : Nimal Naser (n2[ⓐⓣ]intensors.com)
# Company          : InTensors
# Version          : 1.0.0
# Created on       : 30 July 2026
# Last modified on : 30 July 2026
#
#-----------------------------------------------------------------------------------------------------------------------
#
#-----------------------------------------------------------------------------------------------------------------------
#
#
#-----------------------------------------------------------------------------------------------------------------------
# Changelog
#-----------------------------------------------------------------------------------------------------------------------
#
#-----------------------------------------------------------------------------------------------------------------------
# Information
#-----------------------------------------------------------------------------------------------------------------------
# Mixture           : propane
# Mixture ID        : CHTA_MXTR_A0_014784
# Source: ZeroRK cvwsr_idt_selfies.dat (CVWSR IDT + mixture SELFIES).
# idt_s: main IDT in seconds (ZeroRK idt_400K_s); NaN if missing.
# First-stage IDT is not written.
# cpnt_vol_*: volume fraction (0-1) from source.
# egr_fraction: exhaust-gas recirculation as fraction (0-1).
# ntc_t_min_K / ntc_t_max_K / has_ntc: joined from
# cvwsr_ntc_bounds_selfies.dat by (P, φ, EGR) when available;
# otherwise NaN / 0.
# Unused cpnt_selfies_* slots are NaN; unused cpnt_vol_* are 0.
# Source file SHA-256:
# sha256:a58bd2c02dba7d26a142eacc7b5f5383d5aed4c79632e93e2757cec899a9ecb9  /home/nimalnaser/Downloads/ZeroRK/dataset_runs/database/maffei2025modeling/C3H8/cvwsr_idt_selfies.dat
# sha256:fc4b5bd6289e56f38c4650caecf24cc710de9d648fc38e35f5fa3694db6032cb  /home/nimalnaser/Downloads/ZeroRK/dataset_runs/database/maffei2025modeling/C3H8/cvwsr_ntc_bounds_selfies.dat
# Source commits:
# git:423833bc11e187a072d044c0402993c86bc84d8e  cvwsr_idt_selfies.dat
#
#-----------------------------------------------------------------------------------------------------------------------
# Data
#-----------------------------------------------------------------------------------------------------------------------
sidt_id	mixture_id	mixture_name	model_name	mixture_type	cpnt_selfies_1	cpnt_selfies_2	cpnt_selfies_3	cpnt_selfies_4	cpnt_selfies_5	cpnt_selfies_6	cpnt_selfies_7	cpnt_selfies_8	cpnt_selfies_9	cpnt_selfies_10	cpnt_vol_1	cpnt_vol_2	cpnt_vol_3	cpnt_vol_4	cpnt_vol_5	cpnt_vol_6	cpnt_vol_7	cpnt_vol_8	cpnt_vol_9	cpnt_vol_10	pressure_bar	temperature_K	phi	egr_fraction	idt_s	ntc_t_min_K	ntc_t_max_K	has_ntc	sidt_sim_date
CHTA_SIDT_A0_018230	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.500000E+01	1.326977E+03	1.077631E+00	2.596710E-01	7.629796E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018231	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.685369E+01	1.172700E+03	1.506349E+00	1.660171E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018232	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.700000E+01	9.704913E+02	6.338501E-01	6.643645E-03	7.231160E-03	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018233	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.900000E+01	1.080468E+03	6.773996E-01	1.140827E-01	9.469942E-04	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018234	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.200000E+01	1.490610E+03	5.835232E-01	2.811627E-01	1.118341E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018235	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.600000E+01	1.414884E+03	1.359356E+00	2.628629E-01	5.477054E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018236	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.100000E+01	7.794205E+02	7.307327E-01	4.059107E-03	4.032977E-01	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018237	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.320824E+01	1.389167E+03	1.849613E+00	4.316094E-02	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018238	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.382141E+01	1.274905E+03	1.838292E+00	2.550012E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018239	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.466510E+01	1.326437E+03	1.984072E+00	2.897513E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018240	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.100000E+01	9.806861E+02	1.337062E+00	2.964643E-01	2.808148E-03	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018241	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.200000E+01	1.489799E+03	9.668270E-01	1.866337E-01	2.068471E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018242	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.065444E+01	1.496030E+03	1.874867E+00	4.727803E-02	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018243	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.208615E+01	8.741741E+02	1.564670E+00	2.565982E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018244	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.900000E+01	1.395189E+03	7.639230E-01	2.605304E-01	3.051745E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018245	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.987478E+01	8.414540E+02	1.890650E+00	2.724578E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018246	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.300000E+01	1.237288E+03	7.104548E-01	3.027372E-02	2.357146E-04	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018247	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.014888E+01	1.156643E+03	1.953782E+00	2.883488E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018248	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.748346E+01	1.010569E+03	1.962836E+00	2.613991E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018249	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.700000E+01	1.197764E+03	1.380132E+00	2.418613E-01	3.633075E-04	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018250	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.160094E+01	7.955098E+02	1.703822E+00	2.052697E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018251	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.500000E+01	1.413192E+03	1.179324E+00	2.889461E-01	4.374764E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018252	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.500000E+01	1.339750E+03	1.402155E+00	1.361264E-01	6.967751E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018253	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.608670E+01	8.286366E+02	1.487624E+00	1.192982E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018254	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.300000E+01	9.829206E+02	7.426890E-01	2.345350E-01	8.743702E-03	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018255	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.700000E+01	7.792652E+02	8.896570E-01	5.850215E-02	1.367378E-01	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018256	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.534024E+01	1.369727E+03	1.882936E+00	2.973416E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018257	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.400000E+01	1.058534E+03	6.305254E-01	2.484711E-01	1.793456E-03	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018258	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.600000E+01	1.026742E+03	9.780743E-01	1.120404E-02	8.341472E-04	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018259	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.527085E+01	1.425419E+03	1.713553E+00	1.378980E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018260	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.647131E+01	1.086950E+03	1.892303E+00	2.387560E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018261	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.700000E+01	1.440263E+03	1.207760E+00	1.508084E-01	3.290302E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018262	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.006336E+01	1.100178E+03	1.892928E+00	1.385213E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018263	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.400000E+01	1.194653E+03	5.873343E-01	9.902273E-02	3.798175E-04	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018264	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.500000E+01	1.253832E+03	9.278744E-01	2.390295E-01	2.519415E-04	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018265	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.917545E+01	9.495626E+02	1.976622E+00	1.770860E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018266	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.655032E+01	7.003760E+02	1.515077E+00	2.237272E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018267	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.900000E+01	1.180154E+03	6.104162E-01	1.159358E-01	5.666960E-04	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018268	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.200000E+01	1.219109E+03	6.928083E-01	2.266657E-01	3.714747E-04	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018269	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.700000E+01	1.313003E+03	5.616220E-01	2.095940E-01	6.412821E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018270	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.900000E+01	1.395173E+03	1.391867E+00	4.519007E-02	6.204638E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018271	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.142838E+01	1.162871E+03	1.966582E+00	1.568369E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018272	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.000000E+01	7.470808E+02	5.817587E-01	9.780687E-02	1.070920E-01	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018273	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.100000E+01	1.379001E+03	6.791551E-01	8.529789E-02	4.216401E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018274	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.400000E+01	9.596609E+02	8.987420E-01	5.329205E-02	2.714411E-03	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018275	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.900000E+01	7.915844E+02	7.058383E-01	2.434745E-02	1.361008E-02	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018276	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	3.125160E+01	7.123787E+02	1.536608E+00	2.039455E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018277	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.700000E+01	1.474738E+03	1.148850E+00	5.432314E-02	1.315789E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018278	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.134222E+01	1.302445E+03	1.870133E+00	1.508961E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018279	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.400000E+01	1.454359E+03	1.351078E+00	2.094417E-01	5.189255E-05	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018280	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	2.800000E+01	8.453474E+02	1.004227E+00	2.807798E-01	4.356201E-02	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018281	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	4.700000E+01	1.015223E+03	9.332899E-01	1.459164E-01	1.120906E-03	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018282	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.400000E+01	9.032846E+02	9.522740E-01	1.636134E-01	2.787879E-02	NaN	NaN	0	2026-07-26T11:48:46Z
CHTA_SIDT_A0_018283	CHTA_MXTR_A0_014784	propane	maffei2025modeling	pure component	[C][C][C]	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	1.684257E+01	1.328579E+03	1.776130E+00	1.740515E-01	NaN	NaN	NaN	0	2026-07-26T11:48:46Z
